;v0.3.135e1_chain8_ECAI-CL_Ligne_8All
Standard deviation of nb of {acknowledge} received (min) ;8.673775129665284;
Standard deviation of nb of {acknowledge} received (max) ;8.673775129665284;
Standard deviation of total size of {acknowledge} received (avg) ;17.347550259330568;
Standard deviation of total size of {acknowledge} received (stddev) ;0.0;
Standard deviation of total size of {acknowledge} received (min) ;17.347550259330568;
Standard deviation of total size of {acknowledge} received (max) ;17.347550259330568;
Standard deviation of max size of {acknowledge} received (avg) ;0.0;
Standard deviation of max size of {acknowledge} received (stddev) ;0.0;
Standard deviation of max size of {acknowledge} received (min) ;0.0;
Standard deviation of max size of {acknowledge} received (max) ;0;
Standard deviation of min size of {acknowledge} received (avg) ;0.0;
Standard deviation of min size of {acknowledge} received (stddev) ;0.0;
Standard deviation of min size of {acknowledge} received (min) ;0.0;
Standard deviation of min size of {acknowledge} received (max) ;0;
Product of nb of {completeness counter-example} received (avg) ;233280.0;
Product of nb of {completeness counter-example} received (stddev) ;0.0;
Product of nb of {completeness counter-example} received (min) ;233280;
Product of nb of {completeness counter-example} received (max) ;233280;
Product of total size of {completeness counter-example} received (avg) ;1.34481277728E12;
Product of total size of {completeness counter-example} received (stddev) ;0.0;
Product of total size of {completeness counter-example} received (min) ;1344812777280;
Product of total size of {completeness counter-example} received (max) ;1344812777280;
Product of max size of {completeness counter-example} received (avg) ;5764801.0;
Product of max size of {completeness counter-example} received (stddev) ;0.0;
Product of max size of {completeness counter-example} received (min) ;5764801;
Product of max size of {completeness counter-example} received (max) ;5764801;
Product of min size of {completeness counter-example} received (avg) ;5764801.0;
Product of min size of {completeness counter-example} received (stddev) ;0.0;
Product of min size of {completeness counter-example} received (min) ;5764801;
Product of min size of {completeness counter-example} received (max) ;5764801;
Max of nb of {completeness counter-example} received (avg) ;6.0;
Max of nb of {completeness counter-example} received (stddev) ;0.0;
Max of nb of {completeness counter-example} received (min) ;6;
Max of nb of {completeness counter-example} received (max) ;6;
Max of total size of {completeness counter-example} received (avg) ;42.0;
Max of total size of {completeness counter-example} received (stddev) ;0.0;
Max of total size of {completeness counter-example} received (min) ;42;
Max of total size of {completeness counter-example} received (max) ;42;
Max of max size of {completeness counter-example} received (avg) ;7.0;
Max of max size of {completeness counter-example} received (stddev) ;0.0;
Max of max size of {completeness counter-example} received (min) ;7;
Max of max size of {completeness counter-example} received (max) ;7;
Max of min size of {completeness counter-example} received (avg) ;7.0;
Max of min size of {completeness counter-example} received (stddev) ;0.0;
Max of min size of {completeness counter-example} received (min) ;7;
Max of min size of {completeness counter-example} received (max) ;7;
Min of nb of {completeness counter-example} received (avg) ;2.0;
Min of nb of {completeness counter-example} received (stddev) ;0.0;
Min of nb of {completeness counter-example} received (min) ;2;
Min of nb of {completeness counter-example} received (max) ;2;
Min of total size of {completeness counter-example} received (avg) ;14.0;
Min of total size of {completeness counter-example} received (stddev) ;0.0;
Min of total size of {completeness counter-example} received (min) ;14;
Min of total size of {completeness counter-example} received (max) ;14;
Min of max size of {completeness counter-example} received (avg) ;7.0;
Min of max size of {completeness counter-example} received (stddev) ;0.0;
Min of max size of {completeness counter-example} received (min) ;7;
Min of max size of {completeness counter-example} received (max) ;7;
Min of min size of {completeness counter-example} received (avg) ;7.0;
Min of min size of {completeness counter-example} received (stddev) ;0.0;
Min of min size of {completeness counter-example} received (min) ;7;
Min of min size of {completeness counter-example} received (max) ;7;
Sum of nb of {completeness counter-example} received (avg) ;40.0;
Sum of nb of {completeness counter-example} received (stddev) ;0.0;
Sum of nb of {completeness counter-example} received (min) ;40;
Sum of nb of {completeness counter-example} received (max) ;40;
Sum of total size of {completeness counter-example} received (avg) ;280.0;
Sum of total size of {completeness counter-example} received (stddev) ;0.0;
Sum of total size of {completeness counter-example} received (min) ;280;
Sum of total size of {completeness counter-example} received (max) ;280;
Sum of max size of {completeness counter-example} received (avg) ;56.0;
Sum of max size of {completeness counter-example} received (stddev) ;0.0;
Sum of max size of {completeness counter-example} received (min) ;56;
Sum of max size of {completeness counter-example} received (max) ;56;
Sum of min size of {completeness counter-example} received (avg) ;56.0;
Sum of min size of {completeness counter-example} received (stddev) ;0.0;
Sum of min size of {completeness counter-example} received (min) ;56;
Sum of min size of {completeness counter-example} received (max) ;56;
Average of nb of {completeness counter-example} received (avg) ;5.0;
Average of nb of {completeness counter-example} received (stddev) ;0.0;
Average of nb of {completeness counter-example} received (min) ;5.0;
Average of nb of {completeness counter-example} received (max) ;5.0;
Average of total size of {completeness counter-example} received (avg) ;35.0;
Average of total size of {completeness counter-example} received (stddev) ;0.0;
Average of total size of {completeness counter-example} received (min) ;35.0;
Average of total size of {completeness counter-example} received (max) ;35.0;
Average of max size of {completeness counter-example} received (avg) ;7.0;
Average of max size of {completeness counter-example} received (stddev) ;0.0;
Average of max size of {completeness counter-example} received (min) ;7.0;
Average of max size of {completeness counter-example} received (max) ;7.0;
Average of min size of {completeness counter-example} received (avg) ;7.0;
Average of min size of {completeness counter-example} received (stddev) ;0.0;
Average of min size of {completeness counter-example} received (min) ;7.0;
Average of min size of {completeness counter-example} received (max) ;7.0;
Standard deviation of nb of {completeness counter-example} received (avg) ;1.5;
Standard deviation of nb of {completeness counter-example} received (stddev) ;0.0;
Standard deviation of nb of {completeness counter-example} received (min) ;1.5;
Standard deviation of nb of {completeness counter-example} received (max) ;1.5;
Standard deviation of total size of {completeness counter-example} received (avg) ;10.5;
Standard deviation of total size of {completeness counter-example} received (stddev) ;0.0;
Standard deviation of total size of {completeness counter-example} received (min) ;10.5;
Standard deviation of total size of {completeness counter-example} received (max) ;10.5;
Standard deviation of max size of {completeness counter-example} received (avg) ;0.0;
Standard deviation of max size of {completeness counter-example} received (stddev) ;0.0;
Standard deviation of max size of {completeness counter-example} received (min) ;0.0;
Standard deviation of max size of {completeness counter-example} received (max) ;0;
Standard deviation of min size of {completeness counter-example} received (avg) ;0.0;
Standard deviation of min size of {completeness counter-example} received (stddev) ;0.0;
Standard deviation of min size of {completeness counter-example} received (min) ;0.0;
Standard deviation of min size of {completeness counter-example} received (max) ;0;
Product of nb of {propose again} received (avg) ;2.448E9;
Product of nb of {propose again} received (stddev) ;0.0;
Product of nb of {propose again} received (min) ;2448000000;
Product of nb of {propose again} received (max) ;2448000000;
Product of total size of {propose again} received (avg) ;-9.0740632744547062E18;
Product of total size of {propose again} received (stddev) ;0.0;
Product of total size of {propose again} received (min) ;-9074063274454706464;
Product of total size of {propose again} received (max) ;0;
Product of max size of {propose again} received (avg) ;3.779136E10;
Product of max size of {propose again} received (stddev) ;0.0;
Product of max size of {propose again} received (min) ;37791360000;
Product of max size of {propose again} received (max) ;37791360000;
Product of min size of {propose again} received (avg) ;4.1641938E9;
Product of min size of {propose again} received (stddev) ;0.0;
Product of min size of {propose again} received (min) ;4164193800;
Product of min size of {propose again} received (max) ;4164193800;
Max of nb of {propose again} received (avg) ;25.0;
Max of nb of {propose again} received (stddev) ;0.0;
Max of nb of {propose again} received (min) ;25;
Max of nb of {propose again} received (max) ;25;
Max of total size of {propose again} received (avg) ;445.0;
Max of total size of {propose again} received (stddev) ;0.0;
Max of total size of {propose again} received (min) ;445;
Max of total size of {propose again} received (max) ;445;
Max of max size of {propose again} received (avg) ;32.0;
Max of max size of {propose again} received (stddev) ;0.0;
Max of max size of {propose again} received (min) ;32;
Max of max size of {propose again} received (max) ;32;
Max of min size of {propose again} received (avg) ;25.0;
Max of min size of {propose again} received (stddev) ;0.0;
Max of min size of {propose again} received (min) ;25;
Max of min size of {propose again} received (max) ;25;
Min of nb of {propose again} received (avg) ;10.0;
Min of nb of {propose again} received (stddev) ;0.0;
Min of nb of {propose again} received (min) ;10;
